RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
42883,0,4/15/2009,MANHEIM,2002,7,FORD,F150 PICKUP 2WD V6 4,XL,EXT CAB 4.2L W/T,WHITE,AUTO,1,Alloy,67129,AMERICAN,LARGE TRUCK,FORD,5105,6436,6013,7451,5105,6436,6013,7451,NULL,NULL,19619,32124,FL,6800,0,833
42884,0,4/15/2009,MANHEIM,2002,7,SATURN,L SERIES 3.0L V6 EFI,LW3,4D WAGON LW300,SILVER,AUTO,3,Special,95245,AMERICAN,MEDIUM,GM,2065,3481,2730,4259,2065,3481,2730,4259,NULL,NULL,19619,32124,FL,3200,0,2939
42885,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,54735,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,6500,0,1086
42886,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,67178,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5385,6281,6316,7283,NULL,NULL,99750,32124,FL,5700,0,1215
42887,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLUE,AUTO,1,Alloy,79128,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,21973,32124,FL,5800,0,1038
42888,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,59618,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,6200,0,1086
42889,0,4/22/2009,MANHEIM,2004,5,ISUZU,ASCENDER 2WD 6C 4.2L,S,SPORT UTILITY,WHITE,AUTO,1,Alloy,42292,OTHER ASIAN,MEDIUM SUV,OTHER,5202,6693,6118,7728,5202,6693,6118,7728,NULL,NULL,5546,32124,FL,9000,0,834
42890,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,84016,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,4800,0,1503
42891,0,4/22/2009,MANHEIM,2006,3,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L,NOT AVAIL,AUTO,2,Covers,74283,AMERICAN,VAN,CHRYSLER,4964,6221,5861,7219,4964,6221,5861,7219,NULL,NULL,21973,32124,FL,5300,0,1623
42892,0,4/22/2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L SE,WHITE,AUTO,2,Covers,67464,AMERICAN,VAN,CHRYSLER,4219,5499,5057,6439,4181,5368,5015,6297,NULL,NULL,21973,32124,FL,6600,0,1411
42893,0,4/22/2009,MANHEIM,2003,6,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L FFV SPORT,BLUE,AUTO,2,Covers,67073,AMERICAN,VAN,CHRYSLER,3421,4587,4195,5454,3421,4587,4195,5454,NULL,NULL,5546,32124,FL,5900,0,1711
42894,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER 3.5L LS,GREEN,AUTO,2,Covers,74823,AMERICAN,VAN,GM,6334,7716,7341,8833,6334,7716,7341,8833,NULL,NULL,99750,32124,FL,5700,0,2091
42895,0,4/22/2009,MANHEIM,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,BLUE,AUTO,2,Covers,71390,AMERICAN,SPECIALTY,CHRYSLER,7500,8740,8600,9939,7500,8740,8600,9939,NULL,NULL,5546,32124,FL,7900,0,1389
42896,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,57259,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,6300,0,1086
42897,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,58019,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,6300,0,1086
42898,0,4/22/2009,MANHEIM,2004,5,SATURN,ION 2.2L I4 EFI,1,4D SEDAN LEVEL 1,RED,AUTO,2,Covers,52078,AMERICAN,MEDIUM,GM,3362,4454,4131,5310,3362,4454,4131,5310,NULL,NULL,5546,32124,FL,5400,0,671
42899,0,4/22/2009,MANHEIM,2005,4,CHEVROLET,UPLANDER FWD V6 3.5L,Bas,PASSENGER EXT 3.5L,GOLD,AUTO,2,Covers,77561,AMERICAN,VAN,GM,8301,10457,9465,11794,8301,10457,9465,11794,NULL,NULL,21973,32124,FL,5600,0,2091
42900,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,76246,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,5500,0,1389
42901,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,68215,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,5400,0,1215
42902,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER 3.5L LS,GREY,AUTO,2,Covers,74414,AMERICAN,VAN,GM,6334,7716,7341,8833,6334,7716,7341,8833,NULL,NULL,21973,32124,FL,6400,0,2091
42903,0,4/22/2009,MANHEIM,2005,4,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L SE,BLUE,AUTO,2,Covers,72543,AMERICAN,VAN,CHRYSLER,5022,6025,5924,7007,5022,6025,5924,7007,NULL,NULL,21973,32124,FL,5200,0,1623
42904,0,4/22/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,77010,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,NULL,NULL,99750,32124,FL,5000,0,1389
42905,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER 3.5L LS,BEIGE,AUTO,2,Covers,67970,AMERICAN,VAN,GM,6334,7716,7341,8833,6334,7716,7341,8833,NULL,NULL,99750,32124,FL,5500,0,1801
42906,0,4/22/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2,Covers,29908,AMERICAN,VAN,CHRYSLER,2622,3740,3332,4539,2622,3740,3332,4539,NULL,NULL,21973,32124,FL,5400,0,1301
42907,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,69867,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,5800,0,1215
42908,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLACK,AUTO,2,Covers,59976,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,6400,0,1086
42909,0,4/22/2009,MANHEIM,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE FFV,WHITE,AUTO,2,Covers,61189,AMERICAN,MEDIUM,FORD,6290,6875,7293,7925,6290,6875,7293,7925,NULL,NULL,99750,32124,FL,5000,0,825
42910,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,50714,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,6300,0,1086
42911,0,4/22/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,NOT AVAIL,AUTO,2,Covers,66276,AMERICAN,VAN,CHRYSLER,2622,3740,3332,4539,2397,3439,3089,4214,NULL,NULL,21973,32124,FL,4500,0,1711
42912,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER 3.5L LS,WHITE,AUTO,2,Covers,80646,AMERICAN,VAN,GM,6334,7716,7341,8833,6334,7716,7341,8833,NULL,NULL,21973,32124,FL,5400,0,2282
42913,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GOLD,AUTO,2,Covers,75374,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,99750,32124,FL,6100,0,1038
42914,0,4/22/2009,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,WHITE,AUTO,2,Covers,71496,AMERICAN,VAN,CHRYSLER,6544,8170,7568,9324,6544,8170,7568,9324,NULL,NULL,99750,32124,FL,6200,0,1623
42915,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,62725,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,5400,0,1215
42916,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREY,AUTO,2,Covers,71219,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,5300,0,1389
42917,0,4/22/2009,MANHEIM,2003,6,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN SE,BEIGE,AUTO,2,Covers,21469,AMERICAN,COMPACT,CHRYSLER,2115,2744,2784,3464,2115,2744,2784,3464,NULL,NULL,5546,32124,FL,4050,0,822
42918,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREEN,AUTO,2,Covers,61917,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,5400,0,1215
42919,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,64580,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,5600,0,1215
42920,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,58997,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,6300,0,1086
42921,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,59588,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,21973,32124,FL,6100,0,1086
42922,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,49813,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5753,6492,6713,7511,NULL,NULL,99750,32124,FL,6500,0,975
42923,1,4/22/2009,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,WHITE,AUTO,1,Alloy,57748,AMERICAN,COMPACT,CHRYSLER,3414,4480,4187,5338,3414,4480,4187,5338,NULL,NULL,5546,32124,FL,5000,0,588
42924,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,79083,AMERICAN,MEDIUM,GM,6236,7442,7235,8537,6236,7442,7235,8537,NULL,NULL,21973,32124,FL,5500,0,1272
42925,0,4/22/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,SILVER,AUTO,2,Covers,52495,AMERICAN,VAN,CHRYSLER,2622,3740,3332,4539,2616,3775,3325,4577,NULL,NULL,99750,32124,FL,4600,0,1551
42926,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GREY,AUTO,2,Covers,69682,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,99750,32124,FL,6400,0,923
42927,0,4/22/2009,MANHEIM,2002,7,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2,Covers,23881,AMERICAN,VAN,CHRYSLER,2622,3740,3332,4539,2622,3740,3332,4539,NULL,NULL,21973,32124,FL,4700,0,1301
42928,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,60919,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,6400,0,1215
42929,0,4/22/2009,MANHEIM,2002,7,GMC,ENVOY 2WD 6C 4.2L I6,SLE,4D UTILITY 4.2L SLE,GREEN,AUTO,1,Alloy,85869,AMERICAN,MEDIUM SUV,GM,5499,6621,6439,7651,5499,6621,6439,7651,NULL,NULL,5546,32124,FL,8050,0,1543
42930,0,4/22/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,72790,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,5200,0,1389
42931,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,WHITE,AUTO,2,Covers,69463,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,99750,32124,FL,6700,0,923
42932,0,4/22/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GREEN,AUTO,2,Covers,60201,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,99750,32124,FL,6500,0,923
42933,0,4/29/2009,MANHEIM,2003,6,CHRYSLER,VOYAGER FWD V6 3.3L,LX,MINIVAN 3.3L LX POPULAR,GREEN,AUTO,2,Covers,85276,AMERICAN,VAN,CHRYSLER,2920,3611,3654,4400,2920,3611,3654,4400,NULL,NULL,21973,32124,FL,4400,0,2063
42934,0,4/29/2009,MANHEIM,2006,3,KIA,RIO MFI I-4 1.6L DOH,Bas,4D SEDAN,SILVER,MANUAL,2,Covers,50989,OTHER ASIAN,COMPACT,OTHER,4344,5285,5192,6208,4344,5285,5192,6208,NULL,NULL,21973,32124,FL,4000,0,505
42935,0,4/29/2009,MANHEIM,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,71966,AMERICAN,MEDIUM,FORD,2326,3367,3012,4136,2326,3367,3012,4136,NULL,NULL,21973,32124,FL,4000,0,1220
42936,0,4/29/2009,MANHEIM,2004,5,FORD,FOCUS 2.0L I4 SFI,SE,4D SEDAN SE,BLUE,MANUAL,2,Covers,81265,AMERICAN,COMPACT,FORD,3177,4210,3931,5047,3177,4210,3931,5047,NULL,NULL,21973,32124,FL,3400,0,1243
42937,0,4/29/2009,MANHEIM,2003,6,MAZDA,TRIBUTE 2WD V6 3.0L,ES,4D SPORT UTILITY ES,RED,AUTO,1,Alloy,78409,OTHER ASIAN,SMALL SUV,OTHER,4692,6293,5567,7296,4692,6293,5567,7296,NULL,NULL,21973,32124,FL,7000,0,1220
42938,0,4/29/2009,MANHEIM,2003,6,FORD,ESCAPE 2WD V6 3.0L V,XLT,4D CUV 3.0L XLT,YELLOW,AUTO,1,Alloy,88333,AMERICAN,SMALL SUV,FORD,5021,6262,5923,7263,5021,6262,5923,7263,NULL,NULL,21973,32124,FL,5800,0,1283
42939,0,5/6/2009,MANHEIM,2007,2,FORD,FUSION 4C 2.3L I4 EF,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,62062,AMERICAN,MEDIUM,FORD,10277,12311,11599,13796,10277,12311,11599,13796,NULL,NULL,20928,32124,FL,7700,0,728
42940,0,5/6/2009,MANHEIM,2004,5,CHEVROLET,MALIBU MAXX V6 3.5L,LS,4D SEDAN LS,WHITE,AUTO,1,Alloy,84912,AMERICAN,MEDIUM,GM,4555,5976,5419,6954,4555,5976,5419,6954,NULL,NULL,20928,32124,FL,5800,0,1373
42941,0,5/6/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,79025,AMERICAN,LARGE,GM,6892,8438,7943,9613,6892,8438,7943,9613,NULL,NULL,20928,32124,FL,7100,0,1974
42942,1,5/6/2009,MANHEIM,2003,6,CHEVROLET,VENTURE FWD V6 3.4L,Bas,PASSENGER EXT 3.4L,SILVER,AUTO,1,Alloy,77263,AMERICAN,VAN,GM,2898,3943,3630,4758,2898,3943,3630,4758,NULL,NULL,20928,32124,FL,4750,0,4922
42943,0,5/6/2009,MANHEIM,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BLUE,AUTO,1,Alloy,78996,AMERICAN,MEDIUM,CHRYSLER,3487,4488,4266,5347,3472,4589,4250,5456,NULL,NULL,20928,32124,FL,5000,0,1389
42944,0,5/6/2009,MANHEIM,2004,5,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,BLUE,AUTO,1,Alloy,65834,OTHER ASIAN,MEDIUM,OTHER,3364,4130,4133,4960,3364,4130,4133,4960,NULL,NULL,20928,32124,FL,5100,0,533
42945,0,5/13/2009,MANHEIM,2003,6,FORD,EXPEDITION 2WD V8 4.,XLT,4D SUV 4.6L XLT,SILVER,AUTO,1,Alloy,73189,AMERICAN,LARGE SUV,FORD,7188,8484,8263,9663,7188,8484,8263,9663,NULL,NULL,21973,32124,FL,8600,0,1338
42946,0,5/13/2009,MANHEIM,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,96826,AMERICAN,MEDIUM,FORD,2326,3367,3012,4136,2939,4243,3674,5082,NULL,NULL,21973,32124,FL,4200,0,1353
42947,0,5/13/2009,MANHEIM,2003,6,KIA,SORENTO 2WD 3.5L V6,EX,4D SPORT UTILITY EX,WHITE,AUTO,1,Alloy,74622,OTHER ASIAN,MEDIUM SUV,OTHER,3512,4199,4293,5035,3512,4199,4293,5035,NULL,NULL,21973,32124,FL,6150,0,2040
42948,0,5/13/2009,MANHEIM,2004,5,DODGE,DURANGO 2WD V8 5.7L,SLT,4D SUV 5.7L SLT,GOLD,AUTO,1,Alloy,69104,AMERICAN,MEDIUM SUV,CHRYSLER,7640,9139,8751,10370,7640,9139,8751,10370,NULL,NULL,21973,32124,FL,8700,0,1215
42949,0,5/13/2009,MANHEIM,2003,6,GMC,ENVOY 2WD 6C 4.2L I6,SLE,4D UTILITY 4.2L SLE,WHITE,AUTO,1,Alloy,84953,AMERICAN,MEDIUM SUV,GM,5512,6483,6453,7502,5512,6483,6453,7502,NULL,NULL,21973,32124,FL,7500,0,1543
42950,0,5/13/2009,MANHEIM,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,GOLD,AUTO,2,Covers,71380,AMERICAN,COMPACT,GM,4794,5943,5678,6918,4794,5943,5678,6918,NULL,NULL,21973,32124,FL,3900,0,803
42951,0,5/20/2009,MANHEIM,2002,7,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,BLUE,AUTO,2,Covers,69867,AMERICAN,MEDIUM,GM,2685,3622,3400,4412,2685,3622,3400,4412,NULL,NULL,21973,32124,FL,3500,0,2003
42952,0,5/20/2009,MANHEIM,2005,4,NISSAN,TITAN PICKUP 2WD V8,LE,EXT CAB 5.6L,SILVER,AUTO,2,Covers,81987,TOP LINE ASIAN,LARGE TRUCK,OTHER,10955,13901,12331,15513,10955,13901,12331,15513,NULL,NULL,21973,32124,FL,9400,0,1373
42953,0,5/20/2009,MANHEIM,2006,3,SCION,XB 1.5L I4 EFI,Bas,4D WAGON,MAROON,AUTO,1,Alloy,75228,OTHER ASIAN,MEDIUM,OTHER,8717,10314,9914,11639,8790,10410,9993,11743,NULL,NULL,21973,32124,FL,7600,0,569
42954,0,5/20/2009,MANHEIM,2004,5,PONTIAC,BONNEVILLE 3.8L V6 S,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,69876,AMERICAN,LARGE,GM,4387,6096,5238,7084,4387,6096,5238,7084,NULL,NULL,21973,32124,FL,5300,0,1898
42955,0,5/20/2009,MANHEIM,2002,7,FORD,TAURUS 3.0L V6 EFI D,SES,4D SEDAN SES DURATEC,BLACK,AUTO,1,Alloy,92480,AMERICAN,MEDIUM,FORD,2190,3104,2865,3852,2190,3104,2865,3852,NULL,NULL,21973,32124,FL,3400,0,1353
42956,0,5/20/2009,MANHEIM,2002,7,DODGE,DURANGO 2WD V8 4.7L,SLT,4D SUV 4.7L SLT,GOLD,AUTO,2,Covers,83948,AMERICAN,MEDIUM SUV,CHRYSLER,3619,4736,4409,5615,3619,4736,4409,5615,NULL,NULL,21973,32124,FL,5700,0,1803
42957,0,5/20/2009,MANHEIM,2005,4,FORD,FREESTYLE FWD V6 3.0,SE,4D CUV 3.0L SE,RED,AUTO,1,Alloy,65296,AMERICAN,CROSSOVER,FORD,7689,9101,8804,10329,7689,9101,8804,10329,NULL,NULL,21973,32124,FL,7600,0,1313
42958,0,5/20/2009,MANHEIM,2005,4,HYUNDAI,SONATA V6 2.7L V6 MP,GLS,4D SEDAN,MAROON,AUTO,1,Alloy,55337,OTHER ASIAN,MEDIUM,OTHER,4051,5198,4875,6114,4051,5198,4875,6114,NULL,NULL,21973,32124,FL,5400,0,671
42959,0,5/27/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GOLD,AUTO,1,Alloy,47014,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,99750,32124,FL,7300,0,764
42960,0,5/27/2009,MANHEIM,2005,4,CHEVROLET,MALIBU V6 3.5L V6 SF,Bas,4D SEDAN,BLUE,AUTO,2,Covers,31577,AMERICAN,MEDIUM,GM,5215,6501,6132,7521,5215,6501,6132,7521,NULL,NULL,99750,32124,FL,6700,0,822
42961,0,5/27/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,SILVER,AUTO,2,Covers,45175,AMERICAN,MEDIUM,GM,4123,5657,4953,6610,4123,5657,4953,6610,NULL,NULL,99750,32124,FL,5000,0,834
42962,0,5/27/2009,MANHEIM,2003,6,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,WHITE,AUTO,2,Covers,73294,AMERICAN,VAN,CHRYSLER,2974,3961,3712,4778,2974,3961,3712,4778,NULL,NULL,99750,32124,FL,4800,0,1923
42963,0,5/27/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GOLD,AUTO,2,Covers,54941,AMERICAN,MEDIUM,GM,4123,5657,4953,6610,4123,5657,4953,6610,NULL,NULL,99750,32124,FL,4900,0,920
42964,0,5/27/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,WHITE,AUTO,2,Covers,53843,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,99750,32124,FL,7000,0,837
42965,0,5/27/2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,62077,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,NULL,NULL,99750,32124,FL,4500,0,1215
42966,0,5/27/2009,MANHEIM,2005,4,CHEVROLET,VENTURE FWD V6 3.5L,Bas,PASSENGER EXT 3.5L,SILVER,AUTO,2,Covers,74189,AMERICAN,VAN,GM,8301,10457,9465,11794,8301,10457,9465,11794,NULL,NULL,99750,32124,FL,6100,0,2091
42967,0,5/27/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,50995,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,5700,0,1086
42968,0,5/27/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,GREEN,AUTO,2,Covers,47208,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5480,6461,6418,7478,NULL,NULL,99750,32124,FL,6000,0,975
42969,1,5/27/2009,MANHEIM,2005,4,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L SE,WHITE,AUTO,2,Covers,89108,AMERICAN,VAN,CHRYSLER,5022,6025,5924,7007,5022,6025,5924,7007,NULL,NULL,99750,32124,FL,3800,0,1763
42970,0,5/27/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GOLD,AUTO,2,Covers,48471,AMERICAN,MEDIUM,GM,4123,5657,4953,6610,4123,5657,4953,6610,NULL,NULL,99750,32124,FL,5300,0,834
42971,0,5/27/2009,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,GREEN,AUTO,2,Covers,70910,AMERICAN,VAN,CHRYSLER,6544,8170,7568,9324,6544,8170,7568,9324,NULL,NULL,99750,32124,FL,5600,0,1623
42972,0,5/27/2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,44893,AMERICAN,MEDIUM,CHRYSLER,5480,6461,6418,7478,5616,6535,6565,7558,NULL,NULL,99750,32124,FL,6000,0,975
